"sergile"->"başyapıt":1,"vasat":46 bin,result:-4.326929537043505
"email"->"başyapıt":140,"vasat":197,result:0.18749010415471426
"su"->"başyapıt":4 bin,"vasat":18 bin,result:-0.3173842191372746
"çaylak"->"başyapıt":340,"vasat":994,result:-0.13007917271698904
"ta"->"başyapıt":8 bin,"vasat":14 bin,result:0.09279024595177467
"pamuk"->"başyapıt":997,"vasat":2 bin,result:0.0334934572857437
"gangsterlik"->"başyapıt":1,"vasat":1,result:0
"eklem"->"başyapıt":bin,"vasat":85,result:1.4064093689237764
"te"->"başyapıt":5 bin,"vasat":16 bin,result:-0.16932168368183684
"şahlan"->"başyapıt":1,"vasat":1,result:0
"ti"->"başyapıt":199,"vasat":2 bin,result:-0.6663486246162054
"sıva"->"başyapıt":23 bin,"vasat":151,result:2.5185791833624926
"beleş"->"başyapıt":174,"vasat":bin,result:-0.42362245707933116
"seda"->"başyapıt":487,"vasat":527,result:0.30154664064015685
"tekerrür"->"başyapıt":1,"vasat":698,result:-2.508027127985092
"evliya"->"başyapıt":10,"vasat":332,result:-1.1853097890659672
"teras"->"başyapıt":2 bin,"vasat":829,result:0.7183037597517767
"rulet"->"başyapıt":184,"vasat":181 bin,result:-2.657032457221579
"günahkâr"->"başyapıt":217,"vasat":360,result:0.11598552771931138
"çeliş"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"topluluk"->"başyapıt":3 bin,"vasat":806,result:0.906614507552641
"dağıtım"->"başyapıt":53,"vasat":6 bin,result:-1.7180470861447854
"evlat"->"başyapıt":63,"vasat":472,result:-0.5387731545424369
"ayakkabı"->"başyapıt":775,"vasat":2 bin,result:-0.07589999851960173
"bebekçe"->"başyapıt":1,"vasat":1,result:0
"insancıl"->"başyapıt":37,"vasat":35 bin,result:-2.6400380256452114
"patakla"->"başyapıt":1,"vasat":435,result:-2.302660962316568
"soğuk"->"başyapıt":664,"vasat":9 bin,result:-0.7962461354332383
"ud"->"başyapıt":39,"vasat":2 bin,result:-1.3741370939994129
"düşünür"->"başyapıt":373,"vasat":539,result:0.17594836126001806
"um"->"başyapıt":72,"vasat":323,result:-0.3160417312617653
"Avşar"->"başyapıt":27,"vasat":4 bin,result:-1.8348679325309059
"un"->"başyapıt":22 bin,"vasat":23 bin,result:0.3165231394426825
"yeğle"->"başyapıt":1,"vasat":1,result:0
"psikotik"->"başyapıt":1,"vasat":72,result:-1.5215042017931995
"seminer"->"başyapıt":177,"vasat":9 bin,result:-1.370440948439449
"us"->"başyapıt":609,"vasat":2 bin,result:-0.18058440839303672
"ur"->"başyapıt":4,"vasat":226,result:-1.4162201531813694
"ut"->"başyapıt":108,"vasat":777,result:-0.5211689686758955
"uy"->"başyapıt":4,"vasat":98,result:-1.0533377897264633
"kahrol"->"başyapıt":1,"vasat":1,result:0
"uz"->"başyapıt":415,"vasat":175,result:0.7108383426638674
"portakal"->"başyapıt":925,"vasat":675,result:0.47266625454607686
"sırı"->"başyapıt":26,"vasat":2 bin,result:-1.5502283530550942
"ayrılık"->"başyapıt":240 bin,"vasat":755,result:2.8380925847204868
"fişle"->"başyapıt":1,"vasat":128,result:-1.7713816750097993
"soğut"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"sür"->"başyapıt":188,"vasat":bin,result:-0.390013856098251
"dereke"->"başyapıt":563,"vasat":1,result:3.0863366894894155
"süs"->"başyapıt":bin,"vasat":2 bin,result:0.03479829897408794
"süt"->"başyapıt":525,"vasat":2 bin,result:-0.24504239761995514
"nazir"->"başyapıt":25,"vasat":719,result:-1.122960587072776
"soğur"->"başyapıt":1,"vasat":5 milyon,result:-6.36314170969795
"kirpik"->"başyapıt":3,"vasat":30 bin,result:-3.6641717053619307
"eriyik"->"başyapıt":1,"vasat":19,result:-0.9429253063147599
"çapraz"->"başyapıt":2 bin,"vasat":619,result:0.8451676412819323
"belge"->"başyapıt":398,"vasat":375,result:0.3616800989840381
"süz"->"başyapıt":11,"vasat":317,result:-1.1238382824214572
"nazik"->"başyapıt":406,"vasat":4 bin,result:-0.6577056631126991
"aktar"->"başyapıt":48,"vasat":40,result:0.4150095406856939
"eczane"->"başyapıt":448,"vasat":236,result:0.6141943056661066
"sefa"->"başyapıt":29,"vasat":569,result:-0.956885973858046
"anlaş"->"başyapıt":1,"vasat":19,result:-0.9429253063147599
"politize"->"başyapıt":1,"vasat":4 bin,result:-3.266231696689893
"patlak"->"başyapıt":118,"vasat":456,result:-0.2512545407202404
"marazi"->"başyapıt":1,"vasat":439,result:-2.3066362256040525
"tapın"->"başyapıt":1,"vasat":201,result:-1.9673677627824198
"böğ"->"başyapıt":1,"vasat":6,result:-0.44232295574557456
"dilen"->"başyapıt":9,"vasat":26,result:-0.12490254389342396
"uyuşuk"->"başyapıt":9,"vasat":418,result:-1.3311054776976412
"bük"->"başyapıt":1,"vasat":1,result:0
"domuz"->"başyapıt":908,"vasat":630,result:0.4945735937055725
"gam"->"başyapıt":68,"vasat":446,result:-0.4809976513678364
"vicdan"->"başyapıt":469,"vasat":bin,result:0.0070011373531524024
"başlı"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"gar"->"başyapıt":10,"vasat":163,result:-0.8763593097658886
"durgun"->"başyapıt":257,"vasat":bin,result:-0.2542385820306363
"bulaşıcı"->"başyapıt":8,"vasat":43,result:-0.3945501739495738
"belir"->"başyapıt":2,"vasat":17,result:-0.5935906310762236
"gaz"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"dilek"->"başyapıt":77,"vasat":425,result:-0.4060699102397605
"kuvvet"->"başyapıt":325,"vasat":395,result:0.2511145599904833
"hamle"->"başyapıt":253,"vasat":bin,result:-0.2610511841861129
"badire"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"alabildiğine"->"başyapıt":220,"vasat":267,result:0.2517397140957002
"proje"->"başyapıt":4 bin,"vasat":2 bin,result:0.6368582903020503
"cümle"->"başyapıt":456,"vasat":3 bin,result:-0.4823281174171583
"başta"->"başyapıt":2 bin,"vasat":6 bin,result:-0.14129296008159334
"mürit"->"başyapıt":1,"vasat":229,result:-2.024007187701819
"sempati"->"başyapıt":116,"vasat":3 bin,result:-1.0768349708546747
"öylece"->"başyapıt":383,"vasat":83 bin,result:-2.000051023769382
"kilometre"->"başyapıt":419,"vasat":735,result:0.09175497852016953
"durağan"->"başyapıt":573,"vasat":799,result:0.19143613729146775
"sansür"->"başyapıt":552,"vasat":296,result:0.6064756613083294
"şırınga"->"başyapıt":1,"vasat":21,result:-0.9863910000958502
"hela"->"başyapıt":1,"vasat":36,result:-1.2204742061292182
"portre"->"başyapıt":2 bin,"vasat":201,result:1.3336622328815615
"seki"->"başyapıt":8,"vasat":173,result:-0.9991278214987828
"korkutma"->"başyapıt":18,"vasat":564,result:-1.160178304241967
"söyleşi"->"başyapıt":131,"vasat":21 bin,result:-1.8691197044400858
"ender"->"başyapıt":660,"vasat":bin,result:0.15537223017993781
"uç"->"başyapıt":496,"vasat":2 bin,result:-0.26972002453571464
"dragon"->"başyapıt":5 bin,"vasat":704,result:1.1872256398319758
"seks"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"ye"->"başyapıt":7 bin,"vasat":23 bin,result:-0.1808015013652669
"deşik"->"başyapıt":217,"vasat":45,result:1.019075514711255
"coğrafya"->"başyapıt":15 bin,"vasat":434,result:1.8744298241812396
"ziyade"->"başyapıt":298,"vasat":4 bin,result:-0.792015432613638
"kırık"->"başyapıt":674,"vasat":bin,result:0.16448819117338898
"kırın"->"başyapıt":19,"vasat":bin,result:-1.3854181044091018
"yu"->"başyapıt":2 bin,"vasat":8 bin,result:-0.26623169668989327
"kırıt"->"başyapıt":1,"vasat":1,result:0
"sıvı"->"başyapıt":8 bin,"vasat":540,result:1.5065245218070442
"akıl"->"başyapıt":2 bin,"vasat":6 bin,result:-0.14129296008159334
"akıt"->"başyapıt":1,"vasat":872,result:-2.6046881902944983
"layıkıyla"->"başyapıt":45,"vasat":2 bin,result:-1.3119891872505685
"akım"->"başyapıt":2 bin,"vasat":507,result:0.9318503309687144
"vatandaş"->"başyapıt":10 bin,"vasat":bin,result:1.335828294638069
"akın"->"başyapıt":585,"vasat":2 bin,result:-0.19804583494373165
"güldürü"->"başyapıt":bin,"vasat":14 bin,result:-0.8102997410401689
"derviş"->"başyapıt":518,"vasat":3 bin,result:-0.42696320033636026
"açgöz"->"başyapıt":1,"vasat":1,result:0
"emret"->"başyapıt":6,"vasat":345,result:-1.4238395500515613
"ağa"->"başyapıt":444,"vasat":bin,result:-0.016788735247311046
"muhalefet"->"başyapıt":28,"vasat":2 bin,result:-1.5180436696836928
"semt"->"başyapıt":104,"vasat":613,result:-0.4345988405815655
"hamil"->"başyapıt":1,"vasat":15,result:-0.8402629644176122
"gel"->"başyapıt":556,"vasat":5 bin,result:-0.6180669181158922
"gen"->"başyapıt":bin,"vasat":787,result:0.4398535622790046
"ıskala"->"başyapıt":1,"vasat":5,result:-0.3631417096979497
"salla"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"cirit"->"başyapıt":133,"vasat":4 bin,result:-1.1423800557228074
"sema"->"başyapıt":162,"vasat":5 bin,result:-1.1536266951553187
"ger"->"başyapıt":13 bin,"vasat":228,result:2.0918367999444523
"kibrit"->"başyapıt":676,"vasat":254,result:0.7609412739597671
"girizgâh"->"başyapıt":1,"vasat":138,result:-1.8040507917631674
"gey"->"başyapıt":1,"vasat":5 bin,result:-3.3631417096979495
"gez"->"başyapıt":4,"vasat":292,result:-1.5274945654823868
"şaşır"->"başyapıt":1,"vasat":67,result:-1.4902465080627572
"methiye"->"başyapıt":9,"vasat":149,result:-0.8831154643348801
"muhabir"->"başyapıt":21,"vasat":228,result:-0.6998872576284654
"soğukkanlılık"->"başyapıt":1,"vasat":28,result:-1.1113297367041501
"emel"->"başyapıt":130 bin,"vasat":381,result:2.868846671269287
"çırpın"->"başyapıt":1,"vasat":1,result:0
"emek"->"başyapıt":bin,"vasat":4 bin,result:-0.26623169668989327
"abide"->"başyapıt":71,"vasat":192,result:-0.09621458534640516
"fişek"->"başyapıt":103,"vasat":bin,result:-0.6513344806567587
"Gürcü"->"başyapıt":160,"vasat":3 bin,result:-0.9371729774256685
"benzeri"->"başyapıt":3 bin,"vasat":3 bin,result:0.3358282946380691
"ofsayt"->"başyapıt":53,"vasat":575,result:-0.6995636804507723
"salma"->"başyapıt":68,"vasat":10 bin,result:-1.8316627926556945
"kılavuz"->"başyapıt":350,"vasat":466,result:0.2115104222983446
"porselen"->"başyapıt":2 bin,"vasat":919,result:0.673542778915939
"itibar"->"başyapıt":997,"vasat":954,result:0.3549750782456297
"emen"->"başyapıt":6,"vasat":453,result:-1.5421186569911192
"Company"->"başyapıt":186,"vasat":251,result:0.2056675173749473
"sosyopat"->"başyapıt":100,"vasat":19,result:1.0570746936852402
"devral"->"başyapıt":1,"vasat":901,result:-2.618896496340994
"künde"->"başyapıt":1,"vasat":1,result:0
"Edi"->"başyapıt":614,"vasat":2 bin,result:-0.17703332988474435
"gereksinim"->"başyapıt":4,"vasat":4 bin,result:-2.6641717053619307
"tümden"->"başyapıt":86,"vasat":289,result:-0.19057109687491097
"volkan"->"başyapıt":395,"vasat":3 bin,result:-0.5446958644551331
"koruyucu"->"başyapıt":515,"vasat":bin,result:0.04763552367926014
"şafak"->"başyapıt":291,"vasat":bin,result:-0.20027871637602362
"otobiyografi"->"başyapıt":158,"vasat":370,result:-0.0337163424745032
"başarılı"->"başyapıt":11 bin,"vasat":25 bin,result:-0.020719028875743416
"terim"->"başyapıt":223,"vasat":3 bin,result:-0.7929880970334326
"aşikâr"->"başyapıt":2 bin,"vasat":871,result:0.696840135294387
"hipnoz"->"başyapıt":120,"vasat":125,result:0.31809952767763755
"öbek"->"başyapıt":11,"vasat":555,result:-1.3670720033263821
"aleyh"->"başyapıt":1,"vasat":694,result:-2.505531175816786
"erişkin"->"başyapıt":2,"vasat":127,result:-1.4669454306539065
"yedek"->"başyapıt":436,"vasat":6 bin,result:-0.8028364664769885
"sıkacak"->"başyapıt":1,"vasat":167,result:-1.8868881765095142
"oğlan"->"başyapıt":73,"vasat":312,result:-0.29500343925991773
"sızı"->"başyapıt":1,"vasat":206,result:-1.9780389257310844
"salkım"->"başyapıt":120,"vasat":198,result:0.11834435042416284
"dinsel"->"başyapıt":111,"vasat":2 bin,result:-0.9198787222392546
"sena"->"başyapıt":10,"vasat":325,result:-1.1760550663408051
"tişört"->"başyapıt":bin,"vasat":792,result:0.43710311304857563
"imkansiz"->"başyapıt":528,"vasat":3 bin,result:-0.41865903754778105
"hayıflan"->"başyapıt":1,"vasat":1,result:0
"yükle"->"başyapıt":6 bin,"vasat":482,result:1.430932506782863
"sene"->"başyapıt":2 bin,"vasat":19 bin,result:-0.6418953106507786
"fasıl"->"başyapıt":26,"vasat":697,result:-1.0924311354891223
"başka"->"başyapıt":19 bin,"vasat":23 bin,result:0.2528540595733052
"voyvoda"->"başyapıt":1,"vasat":494,result:-2.3578986542855778
"herk"->"başyapıt":864,"vasat":199,result:0.9734889607072558
"geç"->"başyapıt":2 bin,"vasat":5 bin,result:-0.062111714033968465
"anlam"->"başyapıt":987,"vasat":3 bin,result:-0.14697580741195657
"terle"->"başyapıt":1,"vasat":1,result:0
"saçı"->"başyapıt":378,"vasat":208,result:0.5952567595125329
"dövme"->"başyapıt":181,"vasat":bin,result:-0.4064931304927464
"aylak"->"başyapıt":3 bin,"vasat":51,result:2.105379373259795
"amatörce"->"başyapıt":19,"vasat":2 bin,result:-1.686448100073083
"gir"->"başyapıt":24,"vasat":495,result:-0.9785656625838935
"git"->"başyapıt":207,"vasat":9 bin,result:-1.3024438693443379
"üniversite"->"başyapıt":235,"vasat":5 bin,result:-0.9920738474262134
"muallak"->"başyapıt":69,"vasat":37,result:0.6064756613083294
"akış"->"başyapıt":bin,"vasat":768,result:0.45046707460655716
"organize"->"başyapıt":818,"vasat":bin,result:0.2485815983093921
"izlenim"->"başyapıt":6 bin,"vasat":4 bin,result:0.5119195536937504
"giz"->"başyapıt":926,"vasat":1,result:3.3024392813200034
"giy"->"başyapıt":48,"vasat":4 bin,result:-1.584990459314306
"anlat"->"başyapıt":29,"vasat":254,result:-0.6066074240829128
"taşıt"->"başyapıt":292,"vasat":344,result:0.2646527035149573
"emin"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"görünmez"->"başyapıt":162,"vasat":490,result:-0.14485277084781356
"kibar"->"başyapıt":3 bin,"vasat":bin,result:0.8129495493577316
"barbar"->"başyapıt":29,"vasat":530,result:-0.9260495770637638
"şerif"->"başyapıt":8 bin,"vasat":602,result:1.4593217903721882
"trafik"->"başyapıt":6 bin,"vasat":649,result:1.3017348482213436
"başla"->"başyapıt":684,"vasat":252,result:0.7694838555766413
"delikanlı"->"başyapıt":561,"vasat":341,result:0.5520367769017329
"üçkâğıtçı"->"başyapıt":9,"vasat":18,result:0.03479829897408794
"yalpala"->"başyapıt":1,"vasat":1,result:0
"şerit"->"başyapıt":4 bin,"vasat":2 bin,result:0.6368582903020503
"çapkınlık"->"başyapıt":56,"vasat":1,result:2.0840163216442695
"müslim"->"başyapıt":1,"vasat":499,result:-2.362272250985321
"taşım"->"başyapıt":1,"vasat":197,result:-1.9586379315235238
"boğa"->"başyapıt":593,"vasat":bin,result:0.10888298800233175
"emir"->"başyapıt":163,"vasat":2 bin,result:-0.7530140966219542
"taşın"->"başyapıt":536,"vasat":2 bin,result:-0.236036911333142
"pratik"->"başyapıt":214,"vasat":bin,result:-0.33375793201274007
"kumarbaz"->"başyapıt":bin,"vasat":87,result:1.3963090420194506
"arap"->"başyapıt":240,"vasat":2 bin,result:-0.584990459314306
"uçukla"->"başyapıt":1,"vasat":1,result:0
"eğreti"->"başyapıt":34,"vasat":825,result:-1.0491467368696008
"piyes"->"başyapıt":24,"vasat":bin,result:-1.2839604636503248
"ağı"->"başyapıt":479,"vasat":2 bin,result:-0.28486618761134885
"vesair"->"başyapıt":1,"vasat":55,result:-1.4045343948561746
"lezbiyen"->"başyapıt":bin,"vasat":122 bin,result:-1.750531536036679
"sosyalizm"->"başyapıt":324,"vasat":407,result:0.23677889561946125
"düşkünlük"->"başyapıt":1,"vasat":42,result:-1.2874209957598315
"adres"->"başyapıt":5 bin,"vasat":3 bin,result:0.5576770442544255
"şaşaa"->"başyapıt":1,"vasat":1,result:0
"seferber"->"başyapıt":304,"vasat":145,result:0.657333876011848
"sert"->"başyapıt":566,"vasat":7 bin,result:-0.7564533141879163
"beceri"->"başyapıt":168,"vasat":457,result:-0.09877862370591822
"tutku"->"başyapıt":760,"vasat":bin,result:0.21664188691886047
"serp"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"şapka"->"başyapıt":161,"vasat":2 bin,result:-0.7583758249940623
"nitro"->"başyapıt":4,"vasat":55,result:-0.8024744035282123
"simgesel"->"başyapıt":120 bin,"vasat":10,result:4.415009540685694
"sera"->"başyapıt":80,"vasat":3 bin,result:-1.2382029730896498
"monolog"->"başyapıt":15,"vasat":38,result:-0.0678640429230598
"ılgın"->"başyapıt":10,"vasat":30,result:-0.14129296008159334
"bilakis"->"başyapıt":38,"vasat":428,result:-0.7158318777582928
"arak"->"başyapıt":5,"vasat":452,result:-1.6203401358372942
"bihaber"->"başyapıt":396,"vasat":523,result:0.21502179169630722
"yoğrul"->"başyapıt":1,"vasat":1,result:0
"nehir"->"başyapıt":5 bin,"vasat":404,result:1.428416933863483
"haçlı"->"başyapıt":98,"vasat":5 bin,result:-1.3719156340054548
"buda"->"başyapıt":410,"vasat":3 bin,result:-0.5285091033618579
"seri"->"başyapıt":2 bin,"vasat":6 bin,result:-0.14129296008159334
"miyavla"->"başyapıt":1,"vasat":1,result:0
"mabet"->"başyapıt":13,"vasat":65,result:-0.3631417096979497
"ihya"->"başyapıt":21 milyon,"vasat":601,result:4.879173117369249
"durak"->"başyapıt":134,"vasat":2 bin,result:-0.8380969026611044
"yayımla"->"başyapıt":32,"vasat":1,result:1.8409782729579751
"kriminal"->"başyapıt":1,"vasat":84,result:-1.5884509914238125
"soğukkanlı"->"başyapıt":95,"vasat":7 bin,result:-1.53154614008734
"koşulla"->"başyapıt":1,"vasat":1,result:0
"tutsak"->"başyapıt":2 bin,"vasat":6 bin,result:-0.14129296008159334
"kayık"->"başyapıt":6,"vasat":125,result:-0.9829304679863436
"ölçek"->"başyapıt":110,"vasat":460,result:-0.2855368518852799
"ciddi"->"başyapıt":3 bin,"vasat":10 bin,result:-0.18705045064226847
"maşallah"->"başyapıt":218,"vasat":831,result:-0.24531623554143708
"babayiğit"->"başyapıt":2,"vasat":283,result:-1.8149281452222399
"unutkan"->"başyapıt":2,"vasat":12 bin,result:-3.4423229557455746
"gol"->"başyapıt":964,"vasat":21 bin,result:-1.0023139661930194
"fıstık"->"başyapıt":594,"vasat":51 bin,result:-1.5979554364786737
"şeklî"->"başyapıt":162,"vasat":2 bin,result:-0.7556866864832811
"başkent"->"başyapıt":58 bin,"vasat":bin,result:2.0992562882010066
"camia"->"başyapıt":9,"vasat":533,result:-1.4366564049491783
"kayıp"->"başyapıt":3 bin,"vasat":2 bin,result:0.5119195536937504
"uygarlık"->"başyapıt":583,"vasat":bin,result:0.10149684939708317
"kayıt"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"ekonomi"->"başyapıt":858,"vasat":7 bin,result:-0.5757824575274824
"torpil"->"başyapıt":9,"vasat":295,result:-1.179751211900769
"dayanışma"->"başyapıt":759 bin,"vasat":892,result:3.2657052161574263
"sevi"->"başyapıt":52,"vasat":231,result:-0.311780341619276
"torun"->"başyapıt":52,"vasat":3 bin,result:-1.425289616446794
"baskı"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"ideolojik"->"başyapıt":547,"vasat":782,result:0.18060886791165193
"fersah"->"başyapıt":259,"vasat":291,result:0.2852350697334136
"sevk"->"başyapıt":294,"vasat":568,result:0.04982728933920752
"fethet"->"başyapıt":1,"vasat":1,result:0
"hasret"->"başyapıt":7 bin,"vasat":bin,result:1.180926334652326
"vezir"->"başyapıt":1,"vasat":2 bin,result:-2.965201701025912
"araç"->"başyapıt":304,"vasat":8 bin,result:-1.0843881087451208
"soyutla"->"başyapıt":1,"vasat":1,result:0
"saçak"->"başyapıt":59,"vasat":51,result:0.399110130182277
"kusursuz"->"başyapıt":6 bin,"vasat":bin,result:1.1139795450217127
"öğrenim"->"başyapıt":159,"vasat":418,result:-0.08395086281651458
